#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
2,385,191.024
1,386,191.496
1,387,192.966
2,388,193.402
1,389,193.842
1,390,195.630
1,391,196.560
2,392,197.972
2,393,198.908
CHECKPOINT,200.000
2,394,200.506
2,395,202.814
1,396,204.942
1,397,206.340
1,398,209.064
1,399,210.076
1,400,211.038
1,401,211.472
1,402,212.678
1,403,213.188
1,404,213.708
1,405,214.194
1,406,215.134
1,407,218.744
1,408,219.326
CHECKPOINT,220.000
1,409,220.442
1,410,220.934
1,411,221.368
1,412,222.008
1,413,222.594
1,414,223.148
1,415,223.970
1,416,224.478
1,417,225.282
1,418,226.274
1,419,227.016
1,420,227.460
1,421,227.626
1,422,227.758
1,423,228.072
1,424,228.498
1,425,228.900
1,426,229.368
1,427,229.648
1,428,230.160
1,429,230.294
1,430,230.816
1,431,231.128
1,432,231.606
1,433,231.980
1,434,232.344
1,435,232.380
1,436,232.424
1,437,232.462
1,438,232.502
1,439,232.562
1,440,232.638
1,441,232.734
1,442,232.868
1,443,233.010
1,444,233.148
1,445,233.742
1,446,234.200
1,447,235.094
1,448,235.338
1,449,235.672
1,450,235.970
1,451,236.300
1,452,236.572
1,453,238.044
1,454,238.860
1,455,239.414
CHECKPOINT,240.000
1,456,240.324
1,457,241.468
1,458,242.966
1,459,243.522
1,460,243.888
1,461,244.162
1,462,244.308
1,463,244.402
1,464,245.112
1,465,245.874
1,466,246.514
1,467,246.520
1,468,246.528
1,469,246.540
1,470,246.556
1,471,246.572
1,472,246.582
1,473,248.364
1,474,248.842
1,475,249.284
1,476,249.712
1,477,250.240
1,478,250.540
1,479,250.940
1,480,251.008
1,481,251.048
1,482,251.090
1,483,251.122
1,484,251.152
1,485,251.182
1,486,251.910
1,487,252.884
1,488,253.422
1,489,253.854
1,490,254.204
1,491,254.668
1,492,255.218
1,493,256.236
1,494,256.660
1,495,257.190
1,496,257.694
1,497,257.956
1,498,258.190
1,499,258.384
1,500,258.804
1,501,258.974
1,502,259.188
1,503,259.968
CHECKPOINT,260.000
1,504,260.474
1,505,260.562
1,506,260.700
1,507,260.836
1,508,260.978
1,509,261.110
1,510,261.360
1,511,261.578
1,512,261.758
1,513,261.810
1,514,261.870
1,515,261.918
1,516,261.924
1,517,261.930
1,518,261.938
1,519,261.946
1,520,261.954
1,521,261.962
1,522,262.006
1,523,262.084
1,524,262.158
1,525,262.228
1,526,262.302
1,527,262.384
1,528,262.498
1,529,262.606
1,530,262.724
1,531,263.182
1,532,263.510
1,533,263.710
1,534,264.110
1,535,264.186
1,536,264.306
1,537,264.424
1,538,264.530
1,539,264.646
1,540,264.812
1,541,264.958
1,542,265.078
1,543,265.202
1,544,265.310
1,545,265.418
1,546,265.530
1,547,265.634
1,548,265.706
1,549,265.768
1,550,265.836
1,551,265.912
1,552,265.976
1,553,266.040
1,554,266.072
1,555,266.102
1,556,266.132
1,557,266.160
1,558,266.232
1,559,266.304
1,560,266.330
1,561,266.352
1,562,266.374
1,563,266.396
1,564,266.414
1,565,266.434
1,566,266.456
1,567,266.474
1,568,266.498
1,569,266.510
1,570,266.516
1,571,266.524
1,572,266.534
1,573,266.540
1,574,266.544
1,575,266.548
1,576,266.550
1,577,266.554
1,578,266.558
1,579,266.562
1,580,266.570
1,581,266.576
1,582,266.584
1,583,266.596
1,584,266.608
1,585,266.620
1,586,266.630
1,587,266.638
1,588,266.698
1,589,266.774
1,590,266.862
1,591,266.942
1,592,267.046
1,593,267.206
1,594,267.300
1,595,267.384
1,596,267.520
1,597,267.628
1,598,267.782
1,599,267.910
1,600,268.088
1,601,268.356
1,602,268.576
1,603,269.198
1,604,269.812
1,605,270.442
1,606,270.884
1,607,271.404
1,608,271.840
1,609,272.112
1,610,272.376
1,611,272.696
1,612,273.012
1,613,273.326
1,614,273.692
1,615,274.046
1,616,274.402
1,617,274.422
1,618,274.440
1,619,274.458
1,620,274.480
1,621,274.502
1,622,274.518
1,623,274.534
1,624,274.550
1,625,274.568
1,626,274.586
1,627,274.606
1,628,274.628
1,629,274.648
1,630,274.670
1,631,274.694
1,632,274.718
1,633,274.742
1,634,274.764
1,635,274.788
1,636,274.812
1,637,274.834
1,638,274.860
1,639,274.884
1,640,274.904
1,641,275.120
1,642,275.268
1,643,275.438
1,644,275.702
1,645,275.802
1,646,276.150
1,647,276.370
1,648,277.176
1,649,277.868
1,650,278.646
1,651,279.146
1,652,279.646
CHECKPOINT,280.000
1,653,280.132
1,654,280.264
1,655,280.862
1,656,283.506
1,657,284.514
1,658,285.160
1,659,285.662
1,660,286.068
1,661,286.730
1,662,287.166
1,663,287.546
1,664,288.352
1,665,288.952
1,666,289.238
1,667,289.588
1,668,289.970
1,669,290.400
1,670,293.292
1,671,294.918
1,672,298.506
1,673,298.900
1,674,299.300
1,675,299.676
CHECKPOINT,300.000
1,676,302.168
1,677,307.434
1,678,308.330
1,679,308.736
1,680,308.996
1,681,309.420
1,682,310.182
1,683,310.588
1,684,310.960
1,685,311.264
1,686,311.656
1,687,312.110
1,688,312.874
1,689,313.432
1,690,314.600
1,691,314.784
1,692,314.992
1,693,315.456
1,694,316.534
1,695,317.276
1,696,319.106
1,697,319.602
1,698,319.976
CHECKPOINT,320.000
1,699,320.318
1,700,320.612
1,701,320.900
1,702,321.010
1,703,321.160
1,704,321.292
1,705,321.764
1,706,321.848
1,707,321.940
1,708,322.082
1,709,322.246
1,710,322.370
1,711,322.526
1,712,322.724
1,713,322.890
1,714,322.948
1,715,322.982
1,716,323.018
1,717,323.050
1,718,323.232
1,719,323.260
1,720,323.292
1,721,323.398
1,722,323.716
1,723,323.994
1,724,324.200
1,725,324.434
1,726,324.624
1,727,324.824
1,728,325.012
1,729,325.266
1,730,325.490
1,731,325.574
1,732,325.640
1,733,325.832
1,734,326.070
1,735,326.420
1,736,326.752
1,737,327.148
1,738,327.574
1,739,328.114
1,740,328.604
1,741,329.042
1,742,329.414
1,743,329.424
1,744,329.434
1,745,329.444
1,746,329.454
1,747,329.466
1,748,329.476
1,749,329.486
1,750,329.574
1,751,329.632
1,752,329.718
1,753,329.810
1,754,329.882
1,755,330.340
1,756,330.628
1,757,331.008
1,758,331.372
1,759,331.818
1,760,332.222
1,761,332.576
1,762,332.858
1,763,333.386
1,764,333.816
1,765,335.536
1,766,337.620
1,767,339.420
CHECKPOINT,340.000
1,768,340.136
1,769,340.622
1,770,341.352
1,771,342.320
1,772,343.210
1,773,343.620
1,774,344.072
1,775,344.408
1,776,345.206
1,777,346.464
1,778,346.600
1,779,346.774
1,780,346.940
1,781,347.408
1,782,347.770
1,783,348.148
1,784,348.426
1,785,348.680
1,786,348.960
1,787,350.808
1,788,351.514
1,789,352.208
1,790,353.014
1,791,353.310
1,792,353.354
1,793,353.400
1,794,353.788
1,795,354.062
1,796,354.354
1,797,354.774
1,798,355.226
1,799,355.546
1,800,355.872
1,801,356.176
1,802,356.586
1,803,356.924
1,804,357.142
1,805,357.400
1,806,357.970
1,807,358.612
1,808,359.546
CHECKPOINT,360.000
1,809,360.176
1,810,361.372
1,811,362.138
1,812,362.238
1,813,362.352
1,814,362.466
1,815,362.556
1,816,362.630
1,817,362.674
1,818,362.720
1,819,362.754
1,820,362.806
1,821,362.900
1,822,363.168
1,823,363.290
1,824,363.308
1,825,363.326
1,826,363.344
1,827,363.362
1,828,363.378
1,829,363.434
1,830,363.466
1,831,363.558
1,832,363.646
1,833,363.682
1,834,363.718
1,835,363.918
1,836,364.004
1,837,364.408
1,838,364.810
1,839,365.040
1,840,365.678
1,841,366.324
1,842,366.652
1,843,366.928
1,844,367.172
1,845,367.388
1,846,367.590
1,847,367.778
1,848,367.968
1,849,368.118
1,850,368.286
1,851,368.450
1,852,368.624
1,853,368.756
1,854,368.858
1,855,368.966
1,856,369.068
1,857,369.160
1,858,369.248
1,859,369.326
1,860,369.480
1,861,369.764
1,862,370.060
1,863,370.302
1,864,370.666
1,865,371.080
1,866,371.392
1,867,371.664
1,868,371.942
1,869,372.124
1,870,372.314
1,871,372.500
1,872,372.686
1,873,372.936
1,874,373.322
1,875,373.362
1,876,373.394
1,877,373.596
1,878,373.692
1,879,373.784
1,880,373.862
1,881,374.124
1,882,374.226
1,883,374.334
1,884,374.468
1,885,374.614
1,886,374.720
1,887,374.922
1,888,375.144
1,889,375.206
1,890,375.334
1,891,375.508
1,892,375.646
1,893,375.654
1,894,375.660
1,895,375.666
1,896,375.672
1,897,375.678
1,898,375.686
1,899,375.698
1,900,375.712
1,901,375.818
1,902,375.926
1,903,376.012
1,904,376.066
1,905,376.106
1,906,376.358
1,907,376.490
1,908,376.970
1,909,377.370
1,910,377.978
1,911,378.966
1,912,379.884
CHECKPOINT,380.000
1,913,380.010
1,914,380.354
1,915,380.688
1,916,380.812
1,917,380.924
1,918,381.288
1,919,381.622
1,920,383.092
1,921,383.708
1,922,384.874
1,923,385.602
1,924,386.562
1,925,388.194
1,926,388.930
1,927,389.572
1,928,390.496
1,929,391.332
1,930,392.046
1,931,392.606
1,932,393.384
1,933,393.586
1,934,393.770
1,935,393.958
1,936,394.172
1,937,395.260
1,938,395.674
1,939,396.162
1,940,396.328
1,941,396.780
1,942,397.022
1,943,397.558
1,944,398.106
1,945,398.606
1,946,399.554
1,947,399.996
CHECKPOINT,400.000
