#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,156,110.422
1,157,110.672
1,158,110.872
1,159,111.020
1,160,111.384
1,161,111.448
1,162,111.558
1,163,111.670
1,164,111.682
1,165,111.698
1,166,111.804
1,167,112.120
1,168,112.728
1,169,112.880
1,170,113.284
1,171,113.702
1,172,113.746
1,173,113.776
1,174,114.058
1,175,117.472
2,176,119.658
2,177,119.702
2,178,119.790
2,179,119.810
2,180,119.900
2,181,119.962
CHECKPOINT,120.000
2,182,120.046
2,183,120.054
2,184,120.064
2,185,120.074
2,186,120.082
2,187,120.088
2,188,120.096
2,189,120.108
2,190,120.118
2,191,120.126
2,192,120.134
2,193,120.140
2,194,120.148
2,195,120.156
2,196,120.164
2,197,120.174
2,198,120.182
2,199,120.192
2,200,120.200
2,201,120.206
2,202,120.212
2,203,120.218
2,204,120.224
2,205,120.230
2,206,120.236
2,207,120.242
2,208,120.246
2,209,120.252
2,210,120.258
2,211,120.264
2,212,120.272
2,213,120.278
2,214,120.284
2,215,120.292
2,216,120.298
2,217,120.306
2,218,120.314
2,219,120.322
2,220,120.332
2,221,120.342
2,222,120.356
2,223,120.370
2,224,120.388
2,225,120.466
2,226,120.578
2,227,120.656
2,228,120.670
2,229,120.684
2,230,120.698
2,231,120.714
2,232,120.728
2,233,120.740
2,234,120.756
2,235,120.772
2,236,120.850
2,237,120.888
2,238,120.932
2,239,120.958
2,240,120.984
2,241,121.042
2,242,121.094
2,243,121.146
2,244,121.196
2,245,121.296
2,246,123.856
2,247,124.000
2,248,124.530
2,249,125.664
2,250,125.794
2,251,126.124
2,252,126.386
2,253,126.610
1,254,129.600
1,255,129.794
1,256,131.418
1,257,133.350
1,258,134.184
1,259,136.456
1,260,137.078
1,261,138.420
CHECKPOINT,140.000
1,262,144.228
1,263,146.470
2,264,147.328
1,265,148.212
1,266,151.404
1,267,153.378
1,268,155.254
2,269,157.836
CHECKPOINT,160.000
1,270,161.730
2,271,162.774
1,272,163.392
1,273,164.512
2,274,165.780
1,275,166.890
1,276,168.204
1,277,168.520
1,278,168.998
1,279,170.028
1,280,170.244
1,281,170.452
1,282,170.584
1,283,170.816
1,284,170.996
1,285,171.114
1,286,171.240
1,287,171.360
1,288,171.556
1,289,172.364
1,290,172.620
1,291,172.814
1,292,172.988
2,293,173.858
2,294,174.376
1,295,175.108
2,296,176.714
2,297,178.944
CHECKPOINT,180.000
2,298,180.722
2,299,183.066
2,300,184.118
2,301,184.216
2,302,184.306
2,303,184.382
2,304,184.396
2,305,185.024
1,306,187.482
2,307,191.328
2,308,193.192
1,309,194.414
1,310,195.762
1,311,197.028
1,312,197.464
1,313,197.586
1,314,198.174
1,315,199.790
CHECKPOINT,200.000
1,316,200.070
1,317,200.550
1,318,200.810
1,319,201.062
1,320,201.266
1,321,201.482
1,322,201.712
1,323,201.956
1,324,202.156
1,325,202.466
1,326,202.654
1,327,202.696
1,328,202.768
1,329,202.886
1,330,202.974
1,331,203.022
1,332,203.098
1,333,203.184
1,334,203.266
1,335,203.362
1,336,203.464
1,337,203.536
1,338,203.628
1,339,203.714
1,340,203.776
1,341,203.858
1,342,203.916
1,343,204.002
1,344,204.108
1,345,204.240
1,346,204.258
1,347,204.280
1,348,204.298
1,349,204.310
1,350,204.320
2,351,205.150
1,352,205.774
2,353,207.276
2,354,207.840
2,355,208.382
2,356,208.696
1,357,209.916
2,358,210.556
1,359,210.916
2,360,211.458
2,361,212.384
2,362,214.852
2,363,216.904
2,364,218.962
CHECKPOINT,220.000
2,365,220.936
2,366,229.652
2,367,231.118
2,368,231.442
2,369,232.530
2,370,232.746
2,371,234.034
2,372,235.022
2,373,235.294
2,374,235.962
2,375,236.544
2,376,236.730
2,377,236.932
2,378,237.056
2,379,237.144
2,380,237.240
2,381,237.338
2,382,237.466
2,383,237.484
2,384,237.500
2,385,237.512
2,386,237.530
2,387,237.540
2,388,237.552
2,389,237.562
2,390,237.724
2,391,237.822
2,392,238.236
2,393,238.494
2,394,239.304
CHECKPOINT,240.000
2,395,241.478
2,396,242.332
2,397,242.510
2,398,242.596
2,399,244.554
2,400,245.430
2,401,246.242
2,402,246.838
2,403,247.030
2,404,248.682
1,405,250.140
2,406,250.416
1,407,250.724
2,408,251.022
1,409,251.346
2,410,252.040
2,411,253.340
2,412,253.538
2,413,253.760
2,414,253.894
2,415,254.108
2,416,254.318
2,417,254.534
2,418,255.066
2,419,255.648
2,420,255.700
2,421,255.950
2,422,256.124
2,423,256.352
2,424,256.586
2,425,256.802
2,426,256.952
2,427,257.170
2,428,257.444
2,429,257.552
2,430,257.966
2,431,258.140
2,432,258.450
2,433,258.904
2,434,259.178
2,435,259.576
CHECKPOINT,260.000
2,436,260.296
2,437,261.182
1,438,263.194
2,439,263.572
1,440,265.208
2,441,266.194
1,442,266.682
2,443,268.348
2,444,269.574
2,445,269.682
2,446,270.176
2,447,270.538
2,448,270.898
2,449,271.098
2,450,271.252
2,451,271.394
2,452,271.548
2,453,272.020
2,454,272.158
2,455,272.860
2,456,273.526
2,457,274.528
2,458,276.928
2,459,277.232
2,460,278.814
CHECKPOINT,280.000
2,461,285.478
2,462,287.046
1,463,289.318
1,464,289.722
1,465,291.222
1,466,292.608
2,467,293.686
2,468,294.134
2,469,294.358
2,470,294.520
2,471,299.656
CHECKPOINT,300.000
2,472,300.684
2,473,301.482
2,474,302.424
1,475,303.592
1,476,305.116
1,477,308.350
1,478,310.224
2,479,310.628
1,480,311.078
2,481,313.434
2,482,313.904
2,483,314.906
2,484,318.996
2,485,319.020
2,486,319.048
CHECKPOINT,320.000
2,487,320.164
2,488,321.238
2,489,322.332
1,490,324.560
1,491,325.884
2,492,326.512
2,493,327.116
2,494,328.178
1,495,330.270
2,496,331.128
1,497,334.762
1,498,335.490
1,499,337.178
1,500,337.510
1,501,339.680
CHECKPOINT,340.000
1,502,340.576
1,503,341.764
1,504,343.476
1,505,345.296
1,506,346.710
2,507,347.336
2,508,348.044
1,509,349.280
2,510,351.526
2,511,351.888
1,512,352.694
1,513,354.090
2,514,355.946
2,515,356.340
2,516,357.032
2,517,359.228
2,518,359.320
2,519,359.420
CHECKPOINT,360.000
1,520,361.226
2,521,361.914
1,522,364.140
2,523,364.686
1,524,365.234
1,525,368.080
2,526,369.174
1,527,370.088
1,528,370.766
1,529,373.382
1,530,374.874
1,531,378.094
1,532,378.512
1,533,378.948
1,534,379.466
1,535,379.940
CHECKPOINT,380.000
1,536,380.066
1,537,380.202
1,538,380.652
1,539,381.060
1,540,384.748
1,541,387.426
1,542,387.774
1,543,388.614
1,544,388.768
1,545,388.940
1,546,389.066
1,547,389.224
1,548,389.342
1,549,389.418
1,550,389.834
1,551,390.268
1,552,390.914
1,553,391.734
1,554,392.678
1,555,397.396
1,556,398.358
1,557,398.754
CHECKPOINT,400.000
