#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,0,2.762
1,1,3.172
1,2,4.992
1,3,7.588
2,4,8.074
1,5,8.318
2,6,8.532
1,7,8.748
2,8,9.010
1,9,12.698
1,10,13.004
1,11,13.904
1,12,15.640
2,13,19.182
1,14,19.876
CHECKPOINT,20.000
1,15,21.524
1,16,22.604
2,17,24.402
2,18,24.504
2,19,24.614
2,20,24.716
2,21,24.846
1,22,25.728
1,23,25.940
1,24,26.214
1,25,26.488
1,26,26.840
1,27,27.362
1,28,27.972
1,29,28.374
1,30,28.398
1,31,28.418
1,32,28.730
1,33,28.954
1,34,29.104
1,35,29.272
1,36,29.450
2,37,30.786
2,38,31.664
1,39,34.372
1,40,34.746
1,41,35.162
1,42,35.704
1,43,39.826
CHECKPOINT,40.000
1,44,40.878
1,45,42.440
1,46,42.746
1,47,43.226
1,48,43.788
1,49,44.516
1,50,45.702
1,51,46.946
1,52,47.660
1,53,49.074
1,54,50.358
1,55,53.396
1,56,53.568
1,57,53.754
1,58,53.996
1,59,54.178
1,60,54.336
1,61,54.628
1,62,54.854
1,63,55.166
1,64,55.438
1,65,55.782
1,66,55.962
1,67,56.236
1,68,56.496
1,69,58.642
1,70,59.394
1,71,59.784
CHECKPOINT,60.000
1,72,60.082
1,73,60.720
1,74,61.546
1,75,62.466
1,76,64.468
2,77,68.944
1,78,69.702
2,79,71.708
2,80,72.600
2,81,72.682
2,82,72.768
2,83,72.782
2,84,72.796
2,85,72.806
2,86,72.836
2,87,72.854
2,88,72.876
2,89,72.894
2,90,72.912
2,91,72.936
2,92,72.962
2,93,73.000
2,94,73.010
2,95,73.016
2,96,73.020
2,97,73.024
2,98,73.030
2,99,73.036
2,100,73.044
2,101,73.054
2,102,73.084
2,103,73.116
2,104,73.150
2,105,73.182
2,106,73.216
2,107,73.276
2,108,73.380
2,109,73.466
2,110,73.562
2,111,73.652
2,112,73.858
2,113,74.072
2,114,74.226
2,115,74.374
2,116,74.492
2,117,74.600
2,118,74.770
2,119,74.816
2,120,74.942
2,121,75.070
2,122,75.168
2,123,75.332
2,124,75.494
2,125,75.610
2,126,75.728
2,127,75.884
2,128,76.046
2,129,76.200
2,130,76.416
2,131,76.562
2,132,76.716
2,133,76.760
2,134,77.420
2,135,77.428
2,136,77.436
2,137,77.894
2,138,78.292
2,139,78.314
2,140,78.342
2,141,78.384
2,142,78.754
2,143,79.770
CHECKPOINT,80.000
2,144,80.196
2,145,82.226
2,146,84.662
2,147,85.922
2,148,87.068
1,149,89.758
2,150,91.156
2,151,92.860
2,152,93.140
1,153,95.148
2,154,95.816
1,155,97.028
1,156,97.386
1,157,97.726
1,158,98.766
1,159,99.510
CHECKPOINT,100.000
1,160,100.846
1,161,102.560
1,162,103.032
1,163,103.220
1,164,103.360
1,165,103.866
1,166,105.422
1,167,108.784
1,168,109.196
1,169,110.708
1,170,110.838
1,171,111.448
1,172,112.172
1,173,115.596
1,174,116.274
1,175,119.962
CHECKPOINT,120.000
1,176,120.864
1,177,121.250
1,178,121.636
1,179,122.034
1,180,122.586
1,181,122.820
1,182,123.354
1,183,123.624
1,184,124.050
1,185,124.246
1,186,124.730
1,187,125.142
1,188,125.326
1,189,125.754
1,190,126.016
1,191,126.342
1,192,129.880
