#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,193,130.840
1,194,133.652
1,195,133.844
1,196,133.864
1,197,133.950
1,198,134.028
1,199,134.104
1,200,135.614
1,201,136.878
1,202,137.314
1,203,137.720
1,204,137.936
1,205,138.156
1,206,138.336
1,207,138.574
1,208,138.758
1,209,138.990
1,210,139.246
1,211,139.592
1,212,139.970
CHECKPOINT,140.000
1,213,140.670
1,214,140.822
1,215,141.052
1,216,142.282
1,217,142.924
1,218,143.466
1,219,144.024
1,220,144.582
1,221,144.646
1,222,144.718
1,223,144.742
1,224,145.116
1,225,145.138
1,226,145.162
1,227,145.252
1,228,145.332
1,229,147.610
2,230,150.784
1,231,151.898
1,232,152.914
2,233,156.414
2,234,156.950
2,235,157.128
2,236,157.288
2,237,157.734
2,238,158.204
2,239,158.288
2,240,158.368
2,241,158.638
2,242,158.912
2,243,159.144
CHECKPOINT,160.000
2,244,160.062
2,245,160.252
2,246,161.170
2,247,161.702
2,248,162.152
2,249,162.172
2,250,162.334
2,251,162.428
2,252,162.632
2,253,162.792
2,254,162.802
2,255,162.820
2,256,162.838
2,257,162.854
2,258,162.998
2,259,163.104
2,260,163.168
2,261,163.282
2,262,163.378
2,263,164.226
1,264,167.388
2,265,168.660
1,266,170.024
1,267,170.966
1,268,171.558
1,269,171.898
1,270,172.456
1,271,172.984
1,272,174.580
1,273,174.720
1,274,174.798
1,275,176.770
2,276,179.024
1,277,179.958
CHECKPOINT,180.000
1,278,181.704
1,279,182.444
1,280,185.242
1,281,185.654
1,282,185.976
1,283,186.794
1,284,189.610
2,285,191.514
2,286,192.482
1,287,194.534
1,288,195.676
CHECKPOINT,200.000
2,289,201.806
2,290,202.776
1,291,204.012
1,292,206.252
1,293,207.690
1,294,208.682
1,295,209.500
2,296,210.104
1,297,210.848
2,298,211.318
1,299,213.964
1,300,214.652
1,301,215.436
1,302,216.124
1,303,219.060
1,304,219.332
CHECKPOINT,220.000
2,305,220.580
1,306,222.456
1,307,222.936
1,308,223.506
1,309,224.296
1,310,224.684
1,311,224.778
1,312,226.172
1,313,226.762
1,314,227.130
1,315,227.492
1,316,227.996
1,317,228.250
1,318,228.660
1,319,230.778
2,320,231.378
1,321,233.986
1,322,235.148
1,323,237.222
1,324,237.564
1,325,237.818
1,326,237.904
1,327,238.030
1,328,238.158
1,329,238.182
1,330,238.204
1,331,238.216
1,332,238.230
1,333,238.246
1,334,238.266
1,335,238.282
1,336,238.298
1,337,238.324
1,338,238.354
1,339,238.378
1,340,238.402
1,341,238.428
1,342,238.456
1,343,238.484
1,344,238.512
1,345,238.544
1,346,238.576
1,347,238.600
1,348,238.642
1,349,238.680
1,350,238.720
1,351,238.736
1,352,238.752
1,353,238.766
1,354,238.784
1,355,238.822
1,356,238.834
1,357,238.848
1,358,238.860
1,359,238.874
1,360,238.912
1,361,238.928
1,362,238.950
1,363,238.968
1,364,239.026
1,365,239.110
1,366,239.152
1,367,239.192
1,368,239.230
1,369,239.274
1,370,239.322
1,371,239.366
1,372,239.406
1,373,239.448
1,374,239.490
1,375,239.532
1,376,239.656
1,377,239.798
1,378,239.956
CHECKPOINT,240.000
1,379,240.106
1,380,240.234
1,381,240.378
1,382,240.544
1,383,240.698
1,384,240.972
1,385,241.186
1,386,241.438
1,387,241.558
1,388,241.672
1,389,241.686
1,390,241.704
1,391,241.718
1,392,241.734
1,393,241.752
1,394,241.772
1,395,241.788
1,396,241.808
1,397,241.830
1,398,241.852
1,399,241.874
1,400,241.896
1,401,241.916
1,402,241.938
1,403,241.960
1,404,241.982
1,405,242.004
1,406,242.024
1,407,242.048
1,408,242.066
1,409,242.088
1,410,242.112
1,411,242.136
1,412,242.162
1,413,242.188
1,414,242.216
1,415,242.240
1,416,242.266
1,417,242.292
1,418,242.316
1,419,242.340
1,420,242.360
1,421,242.382
1,422,242.402
1,423,242.422
1,424,242.444
1,425,242.466
1,426,242.486
1,427,242.506
1,428,242.528
1,429,242.552
1,430,242.584
1,431,242.618
1,432,242.652
1,433,242.792
1,434,242.970
1,435,243.060
1,436,243.150
1,437,243.232
1,438,243.330
1,439,243.412
1,440,243.498
1,441,243.588
1,442,243.676
1,443,243.780
1,444,243.886
1,445,243.976
1,446,244.056
1,447,244.170
1,448,244.270
1,449,244.334
1,450,244.406
1,451,244.478
1,452,244.532
1,453,244.584
1,454,244.656
1,455,244.792
1,456,244.938
1,457,245.058
1,458,245.264
1,459,245.498
1,460,245.680
1,461,245.884
1,462,246.106
1,463,246.252
1,464,246.418
1,465,246.582
1,466,246.822
1,467,247.286
1,468,247.620
1,469,247.866
1,470,248.070
1,471,248.398
1,472,249.322
1,473,249.636
1,474,249.888
1,475,250.132
1,476,250.156
1,477,250.182
1,478,250.382
1,479,251.088
1,480,251.830
1,481,253.118
1,482,254.814
1,483,255.686
1,484,258.048
1,485,258.338
1,486,259.148
CHECKPOINT,260.000
1,487,260.064
1,488,260.850
1,489,261.732
1,490,262.944
1,491,263.458
1,492,264.128
1,493,264.462
1,494,264.770
1,495,265.010
1,496,265.198
1,497,265.430
1,498,265.636
1,499,265.886
1,500,266.688
1,501,267.226
1,502,267.654
1,503,268.208
1,504,268.954
1,505,269.480
1,506,269.950
1,507,274.738
1,508,276.906
1,509,277.344
1,510,277.898
1,511,278.970
1,512,279.372
1,513,279.524
1,514,279.674
1,515,279.932
CHECKPOINT,280.000
1,516,281.200
1,517,281.886
1,518,282.960
1,519,283.566
1,520,284.208
1,521,284.878
1,522,286.306
1,523,286.532
1,524,286.756
1,525,286.990
1,526,287.190
1,527,287.816
1,528,288.102
1,529,288.754
1,530,294.742
1,531,294.778
1,532,294.890
1,533,294.952
1,534,294.994
1,535,295.084
1,536,295.178
1,537,295.344
1,538,295.504
1,539,295.782
1,540,296.044
1,541,296.590
1,542,296.680
1,543,297.076
1,544,297.336
1,545,297.594
1,546,297.866
1,547,298.016
1,548,298.156
1,549,298.292
1,550,298.566
1,551,298.838
1,552,299.154
1,553,299.348
1,554,299.624
1,555,299.888
CHECKPOINT,300.000
1,556,300.200
1,557,300.534
1,558,300.838
1,559,301.108
1,560,301.596
1,561,301.940
1,562,302.244
1,563,302.554
1,564,302.982
1,565,303.158
1,566,303.352
1,567,303.762
1,568,303.844
1,569,303.946
1,570,304.040
1,571,304.106
1,572,304.146
1,573,304.234
1,574,304.356
1,575,304.672
1,576,304.948
1,577,305.250
1,578,305.402
1,579,305.548
1,580,305.652
1,581,305.776
1,582,305.898
1,583,305.998
1,584,306.110
1,585,306.224
1,586,306.274
1,587,306.350
1,588,306.414
1,589,306.478
1,590,306.540
1,591,306.602
1,592,306.670
1,593,306.716
1,594,306.762
1,595,306.808
1,596,306.836
1,597,306.864
1,598,306.908
1,599,306.952
1,600,306.974
1,601,306.996
1,602,307.016
1,603,307.040
1,604,307.062
1,605,307.082
1,606,307.102
1,607,307.160
1,608,307.174
1,609,307.516
1,610,307.934
1,611,308.672
1,612,309.452
1,613,309.982
1,614,310.244
1,615,310.596
1,616,310.950
1,617,312.502
1,618,313.664
1,619,314.512
2,620,315.516
2,621,315.796
1,622,318.124
1,623,318.984
1,624,319.596
CHECKPOINT,320.000
1,625,320.084
1,626,320.660
1,627,321.248
1,628,322.768
1,629,323.232
1,630,323.880
1,631,324.426
1,632,324.672
1,633,325.650
1,634,326.028
1,635,326.038
1,636,326.054
1,637,326.064
1,638,326.076
1,639,326.092
1,640,326.110
1,641,326.122
1,642,326.134
1,643,326.150
1,644,326.166
1,645,326.182
1,646,326.198
1,647,326.334
1,648,326.432
1,649,326.688
1,650,327.326
1,651,327.480
1,652,327.782
1,653,328.072
1,654,328.234
1,655,328.684
1,656,328.760
1,657,330.166
2,658,332.234
2,659,333.004
1,660,334.086
1,661,334.516
2,662,338.066
2,663,338.980
1,664,339.790
CHECKPOINT,340.000
1,665,341.620
2,666,344.602
2,667,346.694
2,668,346.990
2,669,347.186
1,670,348.532
2,671,349.588
2,672,353.662
2,673,357.032
CHECKPOINT,360.000
1,674,361.974
2,675,363.008
2,676,363.560
2,677,363.784
2,678,364.036
1,679,366.012
1,680,369.844
1,681,371.642
1,682,372.212
1,683,373.048
1,684,375.270
1,685,376.282
1,686,378.118
CHECKPOINT,380.000
1,687,381.364
1,688,381.596
1,689,382.338
1,690,383.056
1,691,383.764
1,692,384.180
1,693,384.910
1,694,385.332
1,695,385.784
1,696,386.182
1,697,387.976
1,698,388.420
1,699,389.644
1,700,390.414
1,701,391.150
1,702,393.198
1,703,394.326
2,704,398.848
2,705,399.080
2,706,399.376
2,707,399.918
CHECKPOINT,400.000
