#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
2,0,0.342
2,1,1.802
2,2,3.724
2,3,6.192
2,4,9.396
2,5,10.108
1,6,12.368
1,7,12.794
1,8,15.360
2,9,17.434
2,10,18.548
2,11,18.978
2,12,19.354
2,13,19.812
CHECKPOINT,20.000
2,14,20.022
2,15,20.196
2,16,20.372
2,17,20.628
2,18,20.846
1,19,22.052
1,20,22.476
1,21,23.106
1,22,23.714
2,23,27.238
1,24,29.440
2,25,31.054
2,26,33.982
2,27,34.998
2,28,35.750
1,29,38.294
1,30,39.146
1,31,39.774
CHECKPOINT,40.000
1,32,40.478
2,33,43.480
1,34,45.070
1,35,45.690
1,36,47.388
2,37,48.642
2,38,49.050
2,39,50.740
1,40,53.674
1,41,55.478
1,42,55.590
1,43,57.858
1,44,59.794
CHECKPOINT,60.000
2,45,61.344
2,46,61.914
2,47,62.508
2,48,63.182
2,49,66.850
1,50,68.050
1,51,77.764
1,52,79.050
CHECKPOINT,80.000
1,53,80.688
1,54,80.894
1,55,81.280
1,56,81.410
1,57,81.582
1,58,81.730
1,59,81.890
1,60,81.990
1,61,82.508
1,62,82.732
1,63,84.100
1,64,84.206
1,65,84.646
1,66,84.694
1,67,84.768
1,68,84.818
1,69,84.960
1,70,85.122
1,71,85.268
1,72,85.716
1,73,85.728
1,74,85.740
1,75,85.752
1,76,85.764
1,77,85.774
1,78,85.784
1,79,85.796
1,80,85.810
1,81,85.822
1,82,85.832
1,83,85.840
1,84,85.850
1,85,85.860
1,86,85.874
1,87,85.886
1,88,85.900
1,89,85.914
1,90,85.928
1,91,85.944
1,92,86.212
1,93,86.472
1,94,87.906
1,95,88.240
1,96,88.512
1,97,89.610
1,98,90.178
1,99,91.336
2,100,92.944
2,101,95.188
1,102,97.640
2,103,98.282
2,104,99.726
CHECKPOINT,100.000
2,105,100.096
2,106,100.474
2,107,101.084
2,108,101.158
2,109,101.588
2,110,102.282
2,111,102.952
2,112,103.256
2,113,103.550
2,114,103.784
2,115,104.296
2,116,104.528
2,117,104.884
2,118,105.138
2,119,105.410
2,120,105.620
2,121,105.716
2,122,105.994
2,123,106.886
2,124,107.408
2,125,107.858
2,126,108.528
2,127,108.900
2,128,109.706
2,129,110.236
2,130,110.662
2,131,111.338
2,132,112.108
2,133,112.528
2,134,112.646
2,135,113.700
2,136,115.538
2,137,118.760
2,138,119.470
2,139,119.766
CHECKPOINT,120.000
2,140,120.096
2,141,120.398
2,142,120.756
2,143,121.000
2,144,121.656
2,145,122.886
2,146,123.396
2,147,124.464
2,148,124.736
2,149,124.992
2,150,125.630
2,151,127.680
2,152,128.304
2,153,129.160
2,154,129.936
2,155,130.270
2,156,130.582
2,157,131.520
2,158,132.088
2,159,132.520
2,160,133.188
2,161,133.368
2,162,134.590
2,163,135.758
2,164,137.228
1,165,139.198
CHECKPOINT,140.000
2,166,141.346
2,167,143.142
2,168,143.374
2,169,144.936
2,170,145.494
2,171,147.292
2,172,148.900
2,173,149.642
2,174,153.210
2,175,155.502
2,176,156.290
1,177,158.296
CHECKPOINT,160.000
1,178,161.274
1,179,162.128
1,180,164.040
2,181,167.378
1,182,167.862
1,183,168.872
1,184,169.956
1,185,170.474
1,186,171.090
1,187,173.694
1,188,176.070
1,189,178.308
CHECKPOINT,180.000
1,190,180.256
1,191,180.904
1,192,181.612
1,193,182.018
1,194,182.450
1,195,182.674
1,196,182.988
1,197,183.218
1,198,183.238
1,199,183.260
1,200,183.280
1,201,183.338
1,202,183.596
1,203,183.710
1,204,184.226
1,205,184.616
1,206,184.778
1,207,185.436
2,208,186.068
1,209,186.896
1,210,188.390
1,211,188.980
1,212,190.290
1,213,190.686
2,214,191.578
2,215,191.682
2,216,191.708
2,217,191.738
2,218,191.846
1,219,192.950
1,220,196.214
1,221,196.988
2,222,199.392
2,223,199.988
CHECKPOINT,200.000
1,224,201.284
2,225,202.128
1,226,204.056
2,227,204.800
2,228,205.120
2,229,205.356
2,230,205.560
2,231,205.848
2,232,206.236
2,233,206.486
2,234,206.776
1,235,208.632
1,236,209.968
1,237,210.116
1,238,212.108
1,239,213.454
1,240,214.326
1,241,216.436
1,242,218.072
2,243,218.514
1,244,219.056
1,245,219.072
1,246,219.084
CHECKPOINT,220.000
1,247,220.676
1,248,222.444
1,249,222.564
1,250,222.582
1,251,222.608
1,252,222.634
1,253,222.668
1,254,222.700
1,255,222.726
1,256,223.588
1,257,223.920
1,258,223.970
1,259,224.040
1,260,224.122
1,261,224.216
1,262,224.418
1,263,224.626
1,264,225.406
1,265,226.076
1,266,226.382
1,267,226.696
1,268,227.002
1,269,227.448
1,270,228.020
1,271,229.252
1,272,229.280
1,273,229.290
1,274,229.298
1,275,231.596
2,276,233.228
1,277,234.196
1,278,234.962
1,279,236.696
2,280,238.752
1,281,239.280
CHECKPOINT,240.000
1,282,243.474
1,283,245.120
1,284,245.670
1,285,245.986
1,286,246.974
1,287,247.226
1,288,248.432
1,289,251.314
2,290,254.346
1,291,255.692
1,292,258.412
2,293,259.376
2,294,259.650
2,295,259.876
CHECKPOINT,260.000
2,296,260.112
2,297,260.584
2,298,262.136
2,299,263.098
2,300,264.262
2,301,265.960
1,302,267.070
1,303,269.104
1,304,269.216
1,305,269.432
1,306,269.822
1,307,270.078
1,308,270.426
1,309,271.188
1,310,271.816
1,311,273.498
1,312,274.882
2,313,277.140
2,314,277.580
2,315,278.062
2,316,278.502
2,317,279.062
CHECKPOINT,280.000
2,318,281.244
2,319,281.816
2,320,282.758
2,321,284.600
2,322,285.132
2,323,287.328
2,324,287.450
2,325,287.594
2,326,287.732
2,327,289.156
2,328,289.938
2,329,290.790
2,330,291.270
2,331,292.418
2,332,292.672
2,333,292.874
2,334,293.132
2,335,293.370
2,336,293.506
2,337,293.636
2,338,293.762
2,339,293.852
2,340,293.962
2,341,294.068
2,342,294.174
2,343,294.318
2,344,294.408
2,345,295.156
2,346,295.758
2,347,296.134
1,348,297.026
2,349,298.264
CHECKPOINT,300.000
2,350,303.908
2,351,308.016
1,352,311.030
1,353,311.130
1,354,311.320
1,355,313.370
1,356,314.166
1,357,317.222
1,358,319.450
CHECKPOINT,320.000
2,359,321.814
2,360,328.356
1,361,329.284
2,362,330.220
2,363,331.404
2,364,335.230
2,365,337.014
2,366,337.876
2,367,338.412
1,368,339.476
CHECKPOINT,340.000
2,369,340.086
1,370,342.712
1,371,344.742
1,372,345.642
1,373,346.304
1,374,346.332
1,375,346.366
1,376,346.398
1,377,346.424
1,378,346.456
1,379,346.484
1,380,346.510
1,381,346.536
1,382,346.560
1,383,346.582
1,384,347.202
1,385,347.380
1,386,347.628
1,387,347.872
1,388,348.376
1,389,348.664
1,390,349.388
1,391,349.638
1,392,349.850
1,393,350.292
1,394,350.540
1,395,350.758
1,396,350.898
1,397,351.102
1,398,351.566
1,399,351.910
1,400,352.344
1,401,353.206
1,402,354.160
1,403,354.666
2,404,355.828
1,405,356.590
1,406,359.106
CHECKPOINT,360.000
1,407,360.544
1,408,361.764
1,409,362.244
1,410,362.632
1,411,363.014
1,412,363.494
1,413,363.982
1,414,364.488
1,415,367.428
1,416,368.946
1,417,369.346
1,418,371.510
2,419,373.074
2,420,374.326
2,421,375.046
2,422,375.770
2,423,376.368
2,424,377.198
2,425,378.712
CHECKPOINT,380.000
1,426,381.380
2,427,383.136
2,428,384.436
1,429,390.290
2,430,390.860
2,431,392.036
2,432,396.294
2,433,396.708
2,434,398.490
2,435,399.058
CHECKPOINT,400.000
