#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,0,0.692
2,1,1.746
1,2,3.294
1,3,5.238
1,4,5.978
1,5,6.352
1,6,6.640
1,7,7.058
1,8,7.090
1,9,7.116
1,10,7.414
1,11,7.638
1,12,8.032
1,13,8.314
1,14,10.792
1,15,12.002
1,16,13.902
1,17,17.108
1,18,17.530
1,19,19.066
CHECKPOINT,20.000
1,20,20.496
1,21,20.850
1,22,21.714
1,23,22.212
1,24,22.538
1,25,22.954
1,26,22.984
1,27,22.994
1,28,23.002
1,29,23.026
1,30,23.032
1,31,23.092
1,32,23.176
1,33,24.242
1,34,24.474
1,35,24.728
1,36,24.922
1,37,27.440
2,38,30.214
2,39,32.044
2,40,39.356
2,41,39.372
CHECKPOINT,40.000
2,42,40.270
2,43,41.098
2,44,41.696
2,45,42.214
2,46,42.688
2,47,43.090
2,48,43.524
2,49,44.022
2,50,46.506
1,51,48.368
2,52,50.236
2,53,50.648
2,54,52.174
2,55,52.870
2,56,53.304
2,57,53.942
2,58,54.338
2,59,54.490
2,60,55.086
2,61,55.964
2,62,56.548
2,63,57.226
2,64,58.236
2,65,58.672
2,66,59.048
CHECKPOINT,60.000
1,67,60.268
1,68,61.718
1,69,62.694
2,70,63.158
2,71,63.936
2,72,64.286
2,73,64.512
2,74,65.228
2,75,65.646
2,76,66.494
2,77,67.776
1,78,70.088
1,79,70.174
1,80,70.304
1,81,70.396
1,82,70.418
1,83,70.444
2,84,74.604
1,85,75.986
CHECKPOINT,80.000
2,86,80.272
2,87,80.816
2,88,81.476
2,89,82.072
2,90,82.222
2,91,82.508
2,92,82.708
2,93,82.866
2,94,82.944
2,95,83.040
2,96,83.130
2,97,83.180
2,98,83.204
2,99,83.244
2,100,83.284
2,101,83.314
2,102,83.344
2,103,83.436
2,104,83.834
2,105,84.086
2,106,84.240
2,107,84.450
2,108,84.642
2,109,84.766
2,110,84.786
2,111,84.954
2,112,84.966
2,113,84.980
2,114,85.920
2,115,87.754
2,116,92.810
2,117,95.066
2,118,95.386
2,119,95.580
2,120,96.106
2,121,97.658
2,122,99.722
CHECKPOINT,100.000
2,123,101.636
2,124,102.082
2,125,102.706
2,126,103.160
2,127,103.644
2,128,104.314
2,129,104.928
2,130,105.094
2,131,105.258
2,132,105.312
2,133,105.354
2,134,105.400
2,135,105.448
2,136,105.494
2,137,105.540
2,138,105.584
2,139,105.630
2,140,105.672
2,141,105.720
2,142,105.764
2,143,105.810
2,144,105.854
2,145,105.890
2,146,105.930
2,147,105.964
2,148,105.990
2,149,106.018
2,150,106.060
2,151,106.100
2,152,106.142
2,153,106.902
2,154,107.632
2,155,107.944
2,156,108.644
2,157,108.810
2,158,110.804
2,159,111.728
2,160,112.272
1,161,115.062
1,162,116.374
CHECKPOINT,120.000
2,163,120.236
2,164,120.696
2,165,120.784
1,166,121.786
2,167,122.166
1,168,123.480
2,169,127.228
2,170,134.106
1,171,138.254
1,172,139.618
CHECKPOINT,140.000
1,173,140.022
1,174,140.310
1,175,140.498
1,176,140.688
1,177,140.880
1,178,141.098
1,179,142.160
2,180,145.672
2,181,153.666
2,182,153.692
2,183,153.732
2,184,153.764
2,185,153.786
2,186,153.804
2,187,153.828
2,188,153.852
2,189,153.882
2,190,153.910
2,191,153.930
2,192,153.950
2,193,153.974
2,194,153.996
2,195,154.022
2,196,154.046
2,197,154.078
2,198,154.116
2,199,154.140
2,200,154.166
2,201,154.190
2,202,154.216
2,203,154.236
2,204,154.256
2,205,154.278
2,206,154.304
2,207,154.324
2,208,154.344
2,209,154.368
2,210,154.394
2,211,154.422
2,212,154.450
2,213,154.482
2,214,154.512
2,215,154.546
2,216,154.582
2,217,154.606
2,218,154.628
2,219,154.656
2,220,154.682
2,221,154.714
2,222,154.744
2,223,154.760
2,224,154.778
2,225,154.794
2,226,154.808
2,227,154.822
2,228,154.840
2,229,154.860
2,230,154.878
2,231,154.896
2,232,154.916
2,233,154.932
2,234,154.948
2,235,154.966
2,236,154.984
2,237,155.002
2,238,155.020
2,239,155.040
2,240,155.062
2,241,155.084
2,242,155.106
2,243,155.124
2,244,155.140
2,245,155.156
2,246,155.172
2,247,155.186
2,248,155.202
2,249,155.216
2,250,155.228
2,251,155.240
2,252,155.252
2,253,155.266
2,254,155.280
2,255,155.296
2,256,155.312
2,257,155.326
2,258,155.342
2,259,155.358
2,260,155.378
2,261,155.394
2,262,155.414
2,263,155.436
2,264,155.460
2,265,155.484
2,266,155.514
2,267,155.544
2,268,155.614
2,269,155.682
2,270,155.746
2,271,155.808
2,272,155.868
2,273,155.930
2,274,156.024
2,275,156.110
2,276,156.360
2,277,158.006
2,278,158.626
2,279,159.860
CHECKPOINT,160.000
2,280,161.764
2,281,161.832
2,282,161.876
2,283,161.948
2,284,162.052
1,285,166.338
1,286,166.938
1,287,167.398
1,288,168.106
1,289,170.510
1,290,170.646
1,291,170.820
2,292,172.650
1,293,177.664
2,294,179.552
2,295,179.940
CHECKPOINT,180.000
1,296,185.476
1,297,185.824
1,298,186.288
1,299,186.610
1,300,186.938
2,301,188.594
2,302,190.404
1,303,195.908
CHECKPOINT,200.000
1,304,201.080
1,305,202.078
1,306,202.790
1,307,203.500
1,308,203.672
1,309,204.308
1,310,204.896
1,311,205.576
1,312,205.628
1,313,205.638
1,314,205.656
1,315,205.674
1,316,205.686
1,317,205.700
1,318,205.718
1,319,205.770
1,320,205.814
1,321,205.964
1,322,210.112
1,323,211.494
1,324,216.244
1,325,216.914
1,326,218.312
2,327,219.026
2,328,219.394
2,329,219.480
2,330,219.628
2,331,219.648
2,332,219.672
2,333,219.696
2,334,219.718
2,335,219.866
CHECKPOINT,220.000
2,336,220.014
2,337,220.118
2,338,220.464
2,339,220.824
2,340,221.196
2,341,221.574
2,342,222.048
2,343,222.824
2,344,223.032
2,345,223.230
2,346,225.430
2,347,226.108
2,348,227.018
2,349,227.620
2,350,228.240
2,351,228.318
2,352,228.444
1,353,229.932
2,354,232.708
CHECKPOINT,240.000
1,355,243.190
2,356,244.490
2,357,244.498
2,358,244.506
2,359,244.518
2,360,244.530
2,361,247.162
2,362,258.076
CHECKPOINT,260.000
2,363,261.816
1,364,265.090
2,365,266.246
2,366,267.998
1,367,270.364
2,368,271.404
2,369,271.680
2,370,271.770
2,371,272.104
2,372,274.926
1,373,276.060
1,374,276.882
2,375,278.720
CHECKPOINT,280.000
1,376,284.486
1,377,284.744
1,378,285.068
1,379,285.640
1,380,285.970
2,381,288.344
1,382,291.906
1,383,292.374
1,384,292.696
1,385,293.000
1,386,293.148
1,387,293.796
1,388,294.124
1,389,294.386
1,390,294.744
1,391,295.098
1,392,295.578
1,393,296.794
1,394,296.994
1,395,297.580
1,396,297.836
1,397,297.846
1,398,297.860
1,399,297.872
1,400,297.906
1,401,297.958
1,402,298.012
1,403,298.056
1,404,298.076
1,405,298.108
1,406,298.132
1,407,298.694
1,408,298.958
1,409,299.492
CHECKPOINT,300.000
1,410,300.046
1,411,300.504
1,412,300.874
1,413,301.142
1,414,301.552
1,415,301.982
1,416,302.480
1,417,302.864
1,418,303.552
1,419,304.094
1,420,304.440
1,421,304.776
1,422,305.288
1,423,305.708
1,424,306.430
1,425,307.034
1,426,308.240
1,427,308.330
1,428,311.854
1,429,312.878
1,430,313.452
1,431,314.610
1,432,314.960
CHECKPOINT,320.000
1,433,320.318
1,434,320.604
1,435,321.368
1,436,321.400
1,437,321.546
1,438,321.816
1,439,322.116
1,440,322.322
1,441,322.606
1,442,322.956
1,443,323.684
1,444,324.240
1,445,324.322
1,446,324.414
1,447,324.588
2,448,329.602
2,449,333.844
1,450,335.834
1,451,336.272
2,452,338.416
2,453,338.470
2,454,338.556
2,455,338.634
CHECKPOINT,340.000
2,456,340.310
1,457,342.734
1,458,344.234
2,459,345.090
2,460,347.176
2,461,348.366
2,462,354.076
2,463,355.382
2,464,355.982
2,465,356.442
2,466,358.040
2,467,358.384
2,468,358.614
2,469,358.856
2,470,359.796
CHECKPOINT,360.000
2,471,360.416
2,472,360.800
2,473,361.202
2,474,361.702
2,475,362.400
2,476,362.450
2,477,362.500
