#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
2,478,362.546
2,479,362.596
2,480,362.646
2,481,363.028
2,482,363.040
2,483,363.058
2,484,363.332
2,485,364.274
2,486,364.584
2,487,365.634
2,488,366.170
2,489,370.956
2,490,371.674
2,491,373.448
2,492,375.736
2,493,376.070
2,494,376.568
2,495,377.498
2,496,379.060
1,497,379.598
1,498,379.624
1,499,379.644
CHECKPOINT,380.000
2,500,382.192
2,501,383.234
2,502,385.148
2,503,387.350
2,504,387.998
2,505,389.032
2,506,389.306
2,507,389.544
2,508,391.944
2,509,393.342
2,510,394.542
2,511,395.376
2,512,395.940
2,513,396.164
2,514,396.314
2,515,396.990
2,516,397.368
2,517,397.688
2,518,398.118
2,519,398.652
2,520,398.862
2,521,399.062
2,522,399.388
2,523,399.406
2,524,399.428
2,525,399.524
2,526,399.850
2,527,399.988
CHECKPOINT,400.000
