#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,126,157.128
1,127,157.800
1,128,158.364
1,129,159.188
1,130,159.580
CHECKPOINT,160.000
1,131,161.508
1,132,161.958
1,133,162.326
1,134,162.858
1,135,163.264
1,136,163.556
1,137,163.852
1,138,164.234
1,139,164.496
1,140,165.022
1,141,165.386
1,142,165.746
1,143,166.164
1,144,166.552
1,145,167.422
1,146,167.956
1,147,169.616
1,148,169.928
1,149,170.418
1,150,170.516
1,151,170.648
1,152,170.854
1,153,171.026
1,154,171.224
1,155,171.386
1,156,171.536
1,157,171.614
1,158,171.688
1,159,171.790
1,160,171.928
1,161,172.022
1,162,172.192
1,163,172.354
1,164,172.528
1,165,172.876
1,166,173.298
1,167,173.706
1,168,173.726
1,169,173.748
1,170,173.770
1,171,173.790
1,172,173.814
1,173,173.846
1,174,174.540
1,175,174.954
1,176,176.346
2,177,177.090
1,178,178.918
1,179,179.060
1,180,179.182
CHECKPOINT,180.000
2,181,180.950
1,182,182.162
1,183,182.370
1,184,184.548
1,185,185.916
1,186,187.088
1,187,188.120
1,188,188.818
1,189,189.034
1,190,189.090
1,191,189.210
1,192,189.462
1,193,190.428
1,194,191.500
1,195,192.386
1,196,194.376
1,197,194.588
1,198,194.674
1,199,194.894
1,200,195.124
1,201,195.322
1,202,195.702
1,203,195.970
1,204,196.288
1,205,196.654
1,206,196.866
1,207,197.042
1,208,197.214
1,209,197.576
1,210,198.642
1,211,199.940
CHECKPOINT,200.000
1,212,200.154
1,213,201.254
1,214,204.314
1,215,204.542
1,216,206.634
1,217,209.226
1,218,210.030
1,219,210.892
1,220,212.450
1,221,218.448
1,222,219.054
1,223,219.546
1,224,219.850
CHECKPOINT,220.000
1,225,221.292
1,226,221.848
1,227,223.314
1,228,224.324
1,229,225.598
1,230,225.858
1,231,226.472
1,232,227.008
1,233,228.436
1,234,228.938
1,235,229.556
1,236,230.318
2,237,232.612
1,238,235.188
1,239,236.076
1,240,238.266
1,241,239.470
CHECKPOINT,240.000
1,242,240.618
1,243,242.056
1,244,243.438
1,245,244.056
2,246,246.012
1,247,251.326
1,248,252.420
2,249,253.988
2,250,255.302
2,251,256.848
1,252,257.762
1,253,259.100
CHECKPOINT,260.000
1,254,261.088
1,255,261.574
1,256,261.870
1,257,263.876
1,258,264.880
2,259,265.272
1,260,266.762
2,261,267.364
1,262,268.376
2,263,270.054
1,264,270.378
1,265,271.558
1,266,272.560
1,267,273.842
1,268,274.816
1,269,275.184
2,270,275.890
1,271,276.660
1,272,277.854
1,273,278.984
CHECKPOINT,280.000
1,274,280.406
1,275,280.652
1,276,281.026
1,277,281.130
1,278,281.586
2,279,282.574
2,280,284.320
2,281,285.844
2,282,286.234
2,283,287.568
2,284,288.912
1,285,290.412
1,286,291.586
1,287,291.962
1,288,292.446
1,289,292.982
1,290,293.564
1,291,294.778
1,292,295.420
1,293,295.962
1,294,296.486
1,295,296.938
1,296,298.344
2,297,299.338
CHECKPOINT,300.000
1,298,301.232
1,299,301.918
1,300,303.912
1,301,304.730
1,302,305.960
1,303,307.140
1,304,308.044
1,305,309.810
1,306,311.158
1,307,312.288
1,308,313.798
1,309,314.264
1,310,314.664
1,311,315.560
1,312,315.664
1,313,316.264
1,314,317.690
1,315,317.994
1,316,318.622
1,317,318.780
1,318,319.218
1,319,319.408
1,320,319.600
1,321,319.706
1,322,319.840
CHECKPOINT,320.000
1,323,320.122
1,324,320.362
1,325,322.464
1,326,322.810
1,327,322.884
1,328,322.958
1,329,323.034
1,330,323.116
1,331,323.308
1,332,324.564
1,333,326.088
1,334,326.478
1,335,326.718
1,336,327.154
1,337,327.306
1,338,327.500
1,339,328.276
1,340,328.734
1,341,329.942
1,342,330.538
1,343,331.780
1,344,333.308
1,345,335.128
1,346,336.946
1,347,337.142
1,348,337.646
1,349,339.496
CHECKPOINT,340.000
1,350,340.540
1,351,341.006
1,352,341.378
1,353,342.232
1,354,342.702
1,355,343.262
1,356,343.922
1,357,344.768
1,358,345.258
1,359,345.358
1,360,345.892
1,361,346.470
1,362,347.808
1,363,348.702
1,364,349.176
1,365,349.768
1,366,350.348
1,367,351.218
1,368,352.156
1,369,352.566
1,370,353.158
1,371,353.222
1,372,353.522
1,373,353.710
1,374,353.884
1,375,354.236
1,376,354.660
1,377,355.216
1,378,356.034
1,379,356.422
1,380,356.554
1,381,357.408
1,382,358.556
1,383,359.252
CHECKPOINT,360.000
1,384,360.340
1,385,361.514
1,386,361.988
1,387,362.426
1,388,362.552
1,389,362.612
1,390,362.754
1,391,363.704
1,392,364.266
1,393,365.078
1,394,365.770
1,395,365.912
1,396,366.150
1,397,367.172
1,398,367.294
1,399,367.314
1,400,368.748
1,401,369.762
1,402,371.908
1,403,372.358
1,404,372.940
1,405,374.118
1,406,375.096
1,407,376.142
1,408,377.450
2,409,378.728
1,410,379.100
2,411,379.888
CHECKPOINT,380.000
1,412,380.372
1,413,381.170
1,414,381.598
1,415,381.902
1,416,382.444
1,417,383.306
1,418,383.768
1,419,384.174
2,420,385.130
1,421,387.472
1,422,387.570
1,423,387.656
1,424,388.114
1,425,388.682
1,426,389.362
1,427,389.804
1,428,390.246
1,429,391.184
1,430,391.630
1,431,392.186
1,432,392.688
1,433,393.300
1,434,393.548
1,435,393.790
1,436,394.102
1,437,394.346
1,438,394.568
1,439,395.062
1,440,395.514
1,441,396.116
1,442,396.242
1,443,396.358
1,444,396.490
1,445,396.598
1,446,396.686
1,447,396.788
1,448,396.886
1,449,397.002
1,450,397.130
1,451,397.236
1,452,397.392
1,453,397.542
1,454,397.848
1,455,398.028
1,456,398.852
1,457,399.456
1,458,399.812
CHECKPOINT,400.000
